"GO","EVIDENCE","ONTOLOGY","ENTREZID","SYMBOL","ENSEMBL"
"GO:0060333","TAS","BP","3118","HLA-DQA2","ENSG00000231823"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000179344"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000206237"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000231939"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000233209"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000231286"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000206302"
"GO:0060333","TAS","BP","3119","HLA-DQB1","ENSG00000225824"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000232629"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000224305"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000226165"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000230675"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000228813"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000228254"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000196610"
"GO:0060333","TAS","BP","3120","HLA-DQB2","ENSG00000229493"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000204287"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000234794"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000228987"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000230726"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000206308"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000226260"
"GO:0060333","TAS","BP","3122","HLA-DRA","ENSG00000227993"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000196126"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000206240"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000228080"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000236884"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000206306"
"GO:0060333","TAS","BP","3123","HLA-DRB1","ENSG00000229074"
"GO:0060333","TAS","BP","3125","HLA-DRB3","ENSG00000231679"
"GO:0060333","TAS","BP","3125","HLA-DRB3","ENSG00000230463"
"GO:0060333","TAS","BP","3125","HLA-DRB3","ENSG00000196101"
"GO:0060333","TAS","BP","3126","HLA-DRB4","ENSG00000227357"
"GO:0060333","TAS","BP","3126","HLA-DRB4","ENSG00000231021"
"GO:0060333","TAS","BP","3126","HLA-DRB4","ENSG00000227826"
"GO:0060333","TAS","BP","3127","HLA-DRB5","ENSG00000198502"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000204592"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000206493"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000233904"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000225201"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000230254"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000229252"
"GO:0060333","TAS","BP","3133","HLA-E","ENSG00000236632"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000204642"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000137403"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000229698"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000206509"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000234487"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000237508"
"GO:0060333","TAS","BP","3134","HLA-F","ENSG00000235220"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000204632"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000237216"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000230413"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000233095"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000206506"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000276051"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000235346"
"GO:0060333","TAS","BP","3135","HLA-G","ENSG00000235680"
"GO:0060333","TAS","BP","3136","HLA-H",NA
"GO:0060333","TAS","BP","3383","ICAM1","ENSG00000090339"
"GO:0060333","TAS","BP","3394","IRF8","ENSG00000140968"
"GO:0060333","IDA","BP","3458","IFNG","ENSG00000111537"
"GO:0060333","TAS","BP","3458","IFNG","ENSG00000111537"
"GO:0060333","TAS","BP","3459","IFNGR1","ENSG00000027697"
"GO:0060333","TAS","BP","3460","IFNGR2","ENSG00000159128"
"GO:0060333","TAS","BP","3460","IFNGR2","ENSG00000262795"
"GO:0060333","ISS","BP","3659","IRF1","ENSG00000125347"
"GO:0060333","TAS","BP","3659","IRF1","ENSG00000125347"
"GO:0060333","TAS","BP","3660","IRF2","ENSG00000168310"
"GO:0060333","TAS","BP","3661","IRF3","ENSG00000126456"
"GO:0060333","TAS","BP","3662","IRF4","ENSG00000137265"
"GO:0060333","TAS","BP","3663","IRF5","ENSG00000128604"
"GO:0060333","TAS","BP","3664","IRF6","ENSG00000117595"
"GO:0060333","TAS","BP","3665","IRF7","ENSG00000185507"
"GO:0060333","TAS","BP","3665","IRF7","ENSG00000276561"
"GO:0060333","TAS","BP","3716","JAK1","ENSG00000162434"
"GO:0060333","TAS","BP","3717","JAK2","ENSG00000096968"
"GO:0060333","TAS","BP","4261","CIITA","ENSG00000179583"
"GO:0060333","TAS","BP","4281","MID1","ENSG00000101871"
"GO:0060333","TAS","BP","4502","MT2A","ENSG00000125148"
"GO:0060333","TAS","BP","4684","NCAM1","ENSG00000149294"
"GO:0060333","TAS","BP","4938","OAS1","ENSG00000089127"
"GO:0060333","TAS","BP","4939","OAS2","ENSG00000111335"
"GO:0060333","TAS","BP","4940","OAS3","ENSG00000111331"
"GO:0060333","TAS","BP","5371","PML","ENSG00000140464"
"GO:0060333","TAS","BP","5580","PRKCD","ENSG00000163932"
"GO:0060333","TAS","BP","5724","PTAFR","ENSG00000169403"
"GO:0060333","IC","BP","6672","SP100","ENSG00000067066"
"GO:0060333","TAS","BP","6672","SP100","ENSG00000067066"
"GO:0060333","TAS","BP","6737","TRIM21","ENSG00000132109"
"GO:0060333","IDA","BP","6772","STAT1","ENSG00000115415"
"GO:0060333","IMP","BP","6772","STAT1","ENSG00000115415"
"GO:0060333","ISS","BP","6772","STAT1","ENSG00000115415"
"GO:0060333","TAS","BP","6772","STAT1","ENSG00000115415"
"GO:0060333","IEA","BP","7157","TP53","ENSG00000141510"
"GO:0060333","TAS","BP","7412","VCAM1","ENSG00000162692"
"GO:0060333","TAS","BP","7706","TRIM25","ENSG00000121060"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000234127"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000231641"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000234046"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000230230"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000137313"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000226060"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000228881"
"GO:0060333","TAS","BP","7726","TRIM26","ENSG00000231002"
"GO:0060333","TAS","BP","8638","OASL","ENSG00000135114"
"GO:0060333","IEA","BP","9111","NMI","ENSG00000123609"
"GO:0060333","TAS","BP","10346","TRIM22","ENSG00000132274"
"GO:0060333","TAS","BP","10379","IRF9","ENSG00000213928"
"GO:0060333","TAS","BP","10379","IRF9","ENSG00000285048"
"GO:0060333","TAS","BP","10437","IFI30","ENSG00000216490"
"GO:0060333","TAS","BP","10475","TRIM38","ENSG00000112343"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000204616"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000223531"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000224168"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000226402"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000137397"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000233573"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000224542"
"GO:0060333","TAS","BP","11074","TRIM31","ENSG00000225130"
"GO:0060333","TAS","BP","53840","TRIM34","ENSG00000258659"
"GO:0060333","TAS","BP","55128","TRIM68","ENSG00000167333"
"GO:0060333","TAS","BP","55223","TRIM62","ENSG00000116525"
"GO:0060333","TAS","BP","81603","TRIM8","ENSG00000171206"
"GO:0060333","TAS","BP","85363","TRIM5","ENSG00000132256"
"GO:0060334","IMP","BP","3326","HSP90AB1","ENSG00000096384"
"GO:0060334","TAS","BP","3458","IFNG","ENSG00000111537"
"GO:0060334","TAS","BP","3459","IFNGR1","ENSG00000027697"
"GO:0060334","TAS","BP","3460","IFNGR2","ENSG00000159128"
"GO:0060334","TAS","BP","3460","IFNGR2","ENSG00000262795"
"GO:0060334","TAS","BP","3716","JAK1","ENSG00000162434"
"GO:0060334","TAS","BP","3717","JAK2","ENSG00000096968"
"GO:0060334","TAS","BP","5771","PTPN2","ENSG00000175354"
"GO:0060334","TAS","BP","6772","STAT1","ENSG00000115415"
"GO:0060334","TAS","BP","7341","SUMO1","ENSG00000116030"
"GO:0060334","TAS","BP","8554","PIAS1","ENSG00000033800"
"GO:0060334","TAS","BP","8651","SOCS1","ENSG00000185338"
"GO:0060334","TAS","BP","9021","SOCS3","ENSG00000184557"
"GO:0060334","IMP","BP","11140","CDC37","ENSG00000105401"
"GO:0060335","IEA","BP","3263","HPX","ENSG00000110169"
"GO:0060335","IEA","BP","5469","MED1","ENSG00000125686"
"GO:0060335","IDA","BP","7294","TXK","ENSG00000074966"
"GO:0060335","IMP","BP","83666","PARP9","ENSG00000138496"
"GO:0060335","IDA","BP","84166","NLRC5","ENSG00000140853"
"GO:0060335","IMP","BP","84166","NLRC5","ENSG00000140853"
"GO:0060335","IMP","BP","345611","IRGM","ENSG00000237693"
"GO:0060336","IMP","BP","383","ARG1","ENSG00000118520"
"GO:0060336","IMP","BP","5468","PPARG","ENSG00000132170"
"GO:0060336","ISS","BP","5771","PTPN2","ENSG00000175354"
"GO:0060336","NAS","BP","7376","NR1H2","ENSG00000131408"
"GO:0060336","NAS","BP","10062","NR1H3","ENSG00000025434"
"GO:0060336","IMP","BP","54625","PARP14","ENSG00000173193"
"GO:0060336","ISS","BP","133060","OTOP1","ENSG00000163982"
"GO:0060337","TAS","BP","103","ADAR","ENSG00000160710"
"GO:0060337","TAS","BP","684","BST2","ENSG00000130303"
"GO:0060337","TAS","BP","1958","EGR1","ENSG00000120738"
"GO:0060337","TAS","BP","2537","IFI6","ENSG00000126709"
"GO:0060337","TAS","BP","2634","GBP2","ENSG00000162645"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000206503"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000227715"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000224320"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000223980"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000229215"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000206505"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000235657"
"GO:0060337","TAS","BP","3105","HLA-A","ENSG00000231834"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000234745"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000228964"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000224608"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000206450"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000232126"
"GO:0060337","TAS","BP","3106","HLA-B","ENSG00000223532"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000204525"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000206435"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000228299"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000237022"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000206452"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000225691"
"GO:0060337","TAS","BP","3107","HLA-C","ENSG00000233841"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000204592"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000206493"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000233904"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000225201"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000230254"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000229252"
"GO:0060337","TAS","BP","3133","HLA-E","ENSG00000236632"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000204642"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000137403"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000229698"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000206509"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000234487"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000237508"
"GO:0060337","TAS","BP","3134","HLA-F","ENSG00000235220"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000204632"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000237216"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000230413"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000233095"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000206506"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000276051"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000235346"
"GO:0060337","TAS","BP","3135","HLA-G","ENSG00000235680"
"GO:0060337","TAS","BP","3136","HLA-H",NA
"GO:0060337","TAS","BP","3394","IRF8","ENSG00000140968"
"GO:0060337","IMP","BP","3429","IFI27","ENSG00000165949"
"GO:0060337","IMP","BP","3429","IFI27","ENSG00000275214"
"GO:0060337","TAS","BP","3429","IFI27","ENSG00000165949"
"GO:0060337","TAS","BP","3429","IFI27","ENSG00000275214"
"GO:0060337","TAS","BP","3430","IFI35","ENSG00000068079"
"GO:0060337","TAS","BP","3433","IFIT2","ENSG00000119922"
"GO:0060337","TAS","BP","3434","IFIT1","ENSG00000185745"
"GO:0060337","TAS","BP","3437","IFIT3","ENSG00000119917"
"GO:0060337","TAS","BP","3439","IFNA1","ENSG00000197919"
"GO:0060337","TAS","BP","3440","IFNA2","ENSG00000188379"
"GO:0060337","TAS","BP","3441","IFNA4","ENSG00000236637"
"GO:0060337","TAS","BP","3442","IFNA5","ENSG00000147873"
"GO:0060337","TAS","BP","3443","IFNA6","ENSG00000120235"
"GO:0060337","TAS","BP","3444","IFNA7","ENSG00000214042"
"GO:0060337","TAS","BP","3445","IFNA8","ENSG00000120242"
"GO:0060337","TAS","BP","3446","IFNA10","ENSG00000186803"
"GO:0060337","TAS","BP","3447","IFNA13","ENSG00000233816"
"GO:0060337","TAS","BP","3448","IFNA14","ENSG00000228083"
"GO:0060337","TAS","BP","3449","IFNA16","ENSG00000147885"
"GO:0060337","TAS","BP","3451","IFNA17","ENSG00000234829"
"GO:0060337","TAS","BP","3452","IFNA21","ENSG00000137080"
"GO:0060337","IDA","BP","3454","IFNAR1","ENSG00000142166"
"GO:0060337","TAS","BP","3454","IFNAR1","ENSG00000142166"
"GO:0060337","IBA","BP","3455","IFNAR2","ENSG00000159110"
"GO:0060337","IBA","BP","3455","IFNAR2","ENSG00000249624"
"GO:0060337","IDA","BP","3455","IFNAR2","ENSG00000159110"
"GO:0060337","IDA","BP","3455","IFNAR2","ENSG00000249624"
"GO:0060337","IMP","BP","3455","IFNAR2","ENSG00000159110"
"GO:0060337","IMP","BP","3455","IFNAR2","ENSG00000249624"
"GO:0060337","TAS","BP","3455","IFNAR2","ENSG00000159110"
"GO:0060337","TAS","BP","3455","IFNAR2","ENSG00000249624"
"GO:0060337","IDA","BP","3456","IFNB1","ENSG00000171855"
"GO:0060337","TAS","BP","3456","IFNB1","ENSG00000171855"
"GO:0060337","IMP","BP","3654","IRAK1","ENSG00000184216"
"GO:0060337","TAS","BP","3659","IRF1","ENSG00000125347"
"GO:0060337","TAS","BP","3660","IRF2","ENSG00000168310"
"GO:0060337","TAS","BP","3661","IRF3","ENSG00000126456"
"GO:0060337","TAS","BP","3662","IRF4","ENSG00000137265"
"GO:0060337","TAS","BP","3663","IRF5","ENSG00000128604"
"GO:0060337","TAS","BP","3664","IRF6","ENSG00000117595"
"GO:0060337","TAS","BP","3665","IRF7","ENSG00000185507"
"GO:0060337","TAS","BP","3665","IRF7","ENSG00000276561"
"GO:0060337","TAS","BP","3669","ISG20","ENSG00000172183"
"GO:0060337","TAS","BP","3716","JAK1","ENSG00000162434"
"GO:0060337","TAS","BP","4599","MX1","ENSG00000157601"
"GO:0060337","TAS","BP","4600","MX2","ENSG00000183486"
"GO:0060337","IMP","BP","4615","MYD88","ENSG00000172936"
"GO:0060337","TAS","BP","4938","OAS1","ENSG00000089127"
"GO:0060337","ISS","BP","4939","OAS2","ENSG00000111335"
"GO:0060337","TAS","BP","4939","OAS2","ENSG00000111335"
"GO:0060337","TAS","BP","4940","OAS3","ENSG00000111331"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000204264"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000230669"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000235715"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000231631"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000230034"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000226201"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000206298"
"GO:0060337","TAS","BP","5696","PSMB8","ENSG00000236443"
"GO:0060337","TAS","BP","6041","RNASEL","ENSG00000135828"
"GO:0060337","IC","BP","6672","SP100","ENSG00000067066"
"GO:0060337","IBA","BP","6772","STAT1","ENSG00000115415"
"GO:0060337","IDA","BP","6772","STAT1","ENSG00000115415"
"GO:0060337","ISS","BP","6772","STAT1","ENSG00000115415"
"GO:0060337","TAS","BP","6772","STAT1","ENSG00000115415"
"GO:0060337","IBA","BP","6773","STAT2","ENSG00000170581"
"GO:0060337","IMP","BP","6773","STAT2","ENSG00000170581"
"GO:0060337","TAS","BP","6773","STAT2","ENSG00000170581"
"GO:0060337","TAS","BP","7297","TYK2","ENSG00000105397"
"GO:0060337","IBA","BP","8519","IFITM1","ENSG00000185885"
"GO:0060337","TAS","BP","8519","IFITM1","ENSG00000185885"
"GO:0060337","TAS","BP","8638","OASL","ENSG00000135114"
"GO:0060337","TAS","BP","9636","ISG15","ENSG00000187608"
"GO:0060337","TAS","BP","10379","IRF9","ENSG00000213928"
"GO:0060337","TAS","BP","10379","IRF9","ENSG00000285048"
"GO:0060337","IBA","BP","10410","IFITM3","ENSG00000142089"
"GO:0060337","TAS","BP","10410","IFITM3","ENSG00000142089"
"GO:0060337","IBA","BP","10581","IFITM2","ENSG00000185201"
"GO:0060337","TAS","BP","10581","IFITM2","ENSG00000185201"
"GO:0060337","IEA","BP","11277","TREX1","ENSG00000213689"
"GO:0060337","TAS","BP","25939","SAMHD1","ENSG00000101347"
"GO:0060337","TAS","BP","51447","IP6K2","ENSG00000068745"
"GO:0060337","TAS","BP","54739","XAF1","ENSG00000132530"
"GO:0060337","TAS","BP","91543","RSAD2","ENSG00000134321"
"GO:0060338","IMP","BP","3326","HSP90AB1","ENSG00000096384"
"GO:0060338","TAS","BP","3455","IFNAR2","ENSG00000159110"
"GO:0060338","TAS","BP","3455","IFNAR2","ENSG00000249624"
"GO:0060338","TAS","BP","5770","PTPN1","ENSG00000196396"
"GO:0060338","TAS","BP","5777","PTPN6","ENSG00000111679"
"GO:0060338","TAS","BP","5781","PTPN11","ENSG00000179295"
"GO:0060338","TAS","BP","6041","RNASEL","ENSG00000135828"
"GO:0060338","TAS","BP","6059","ABCE1","ENSG00000164163"
"GO:0060338","IMP","BP","11140","CDC37","ENSG00000105401"
"GO:0060338","TAS","BP","11274","USP18","ENSG00000184979"
"GO:0060339","IEA","BP","103","ADAR","ENSG00000160710"
"GO:0060339","IEA","BP","4321","MMP12","ENSG00000262406"
"GO:0060339","IMP","BP","5771","PTPN2","ENSG00000175354"
"GO:0060339","IEA","BP","11277","TREX1","ENSG00000213689"
"GO:0060339","IDA","BP","25939","SAMHD1","ENSG00000101347"
"GO:0060339","IMP","BP","29883","CNOT7","ENSG00000198791"
"GO:0060339","IMP","BP","51441","YTHDF2","ENSG00000198492"
"GO:0060339","IMP","BP","56339","METTL3","ENSG00000165819"
"GO:0060339","IMP","BP","58509","CACTIN","ENSG00000105298"
"GO:0060339","IMP","BP","79594","MUL1","ENSG00000090432"
"GO:0060339","IBA","BP","84166","NLRC5","ENSG00000140853"
"GO:0060339","IDA","BP","84166","NLRC5","ENSG00000140853"
"GO:0060339","IMP","BP","149095","DCST1","ENSG00000163357"
"GO:0060339","ISS","BP","253943","YTHDF3","ENSG00000185728"
"GO:0060339","IDA","BP","406991","MIR21","ENSG00000284190"
"GO:0060340","IMP","BP","3093","UBE2K","ENSG00000078140"
"GO:0060340","IEA","BP","3661","IRF3","ENSG00000126456"
"GO:0060340","IEA","BP","3665","IRF7","ENSG00000185507"
"GO:0060340","IEA","BP","3665","IRF7","ENSG00000276561"
"GO:0060340","IEA","BP","4321","MMP12","ENSG00000262406"
"GO:0060340","IDA","BP","7474","WNT5A","ENSG00000114251"
"GO:0060340","IMP","BP","8772","FADD","ENSG00000168040"
"GO:0060340","IEA","BP","9641","IKBKE","ENSG00000263528"
"GO:0060340","IEA","BP","26065","LSM14A","ENSG00000257103"
"GO:0060340","IEA","BP","26065","LSM14A","ENSG00000262860"
"GO:0060340","IEA","BP","29110","TBK1","ENSG00000183735"
"GO:0060340","IBA","BP","57506","MAVS","ENSG00000088888"
"GO:0060340","IDA","BP","57506","MAVS","ENSG00000088888"
"GO:0060340","IBA","BP","81030","ZBP1","ENSG00000124256"
"GO:0060340","IDA","BP","84166","NLRC5","ENSG00000140853"
"GO:0060340","IMP","BP","117854","TRIM6","ENSG00000121236"
"GO:0060368","IBA","BP","1445","CSK","ENSG00000103653"
"GO:0060368","ISS","BP","5359","PLSCR1","ENSG00000188313"
"GO:0060368","IEA","BP","27342","RABGEF1","ENSG00000154710"
"GO:0060369","IEA","BP","4067","LYN","ENSG00000254087"
"GO:0060369","IBA","BP","10666","CD226","ENSG00000150637"
"GO:0060369","IDA","BP","10666","CD226","ENSG00000150637"
"GO:0060370","IBA","BP","5817","PVR","ENSG00000073008"
"GO:0060370","IDA","BP","5817","PVR","ENSG00000073008"
"GO:0060370","IDA","BP","5819","NECTIN2","ENSG00000130202"
"GO:0060907","IEA","BP","948","CD36","ENSG00000135218"
"GO:0060907","ISS","BP","972","CD74","ENSG00000019582"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000204632"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000237216"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000230413"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000233095"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000206506"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000276051"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000235346"
"GO:0060907","IDA","BP","3135","HLA-G","ENSG00000235680"
"GO:0060907","IEA","BP","7099","TLR4","ENSG00000136869"
"GO:0060907","IMP","BP","7474","WNT5A","ENSG00000114251"
"GO:0060907","IBA","BP","8482","SEMA7A","ENSG00000138623"
"GO:0060907","IBA","BP","8482","SEMA7A","ENSG00000288455"
"GO:0060907","ISS","BP","8482","SEMA7A","ENSG00000138623"
"GO:0060907","ISS","BP","8482","SEMA7A","ENSG00000288455"
"GO:0060907","IEA","BP","10417","SPON2","ENSG00000159674"
"GO:0060907","IDA","BP","10859","LILRB1","ENSG00000104972"
"GO:0060907","IDA","BP","10859","LILRB1","ENSG00000277134"
"GO:0060907","IDA","BP","10859","LILRB1","ENSG00000274669"
"GO:0060907","IDA","BP","10859","LILRB1","ENSG00000277807"
"GO:0060907","IDA","BP","10859","LILRB1","ENSG00000276452"
"GO:0060907","ISS","BP","51704","GPRC5B","ENSG00000167191"
"GO:0061078","IEA","BP","4282","MIF","ENSG00000240972"
"GO:0061078","IEA","BP","4282","MIF","ENSG00000276701"
"GO:0061081","IEA","BP","4282","MIF","ENSG00000240972"
"GO:0061081","IEA","BP","4282","MIF","ENSG00000276701"
"GO:0061082",NA,NA,NA,NA,NA
"GO:0061470","ISS","BP","1880","GPR183","ENSG00000169508"
"GO:0061470","ISS","BP","27086","FOXP1","ENSG00000114861"
"GO:0061470","IEA","BP","54542","RC3H2","ENSG00000056586"
"GO:0061470","IEA","BP","149041","RC3H1","ENSG00000135870"
"GO:0061760","IMP","BP","5919","RARRES2","ENSG00000106538"
"GO:0061760","IDA","BP","122665","RNASE8","ENSG00000173431"
"GO:0061760","IDA","BP","245909","DEFB106A","ENSG00000186579"
"GO:0061760","IDA","BP","245909","DEFB106A","ENSG00000285617"
"GO:0061760","IMP","BP","245928","DEFB114","ENSG00000177684"
"GO:0061760","IDA","BP","503841","DEFB106B","ENSG00000187082"
"GO:0061760","IDA","BP","503841","DEFB106B","ENSG00000275794"
"GO:0061760","IDA","BP","503841","DEFB106B","ENSG00000284937"
"GO:0061844","IBA","BP","820","CAMP","ENSG00000164047"
"GO:0061844","IDA","BP","820","CAMP","ENSG00000164047"
"GO:0061844","IBA","BP","1667","DEFA1","ENSG00000206047"
"GO:0061844","IBA","BP","1667","DEFA1","ENSG00000284983"
"GO:0061844","IC","BP","1667","DEFA1","ENSG00000206047"
"GO:0061844","IC","BP","1667","DEFA1","ENSG00000284983"
"GO:0061844","IDA","BP","1667","DEFA1","ENSG00000206047"
"GO:0061844","IDA","BP","1667","DEFA1","ENSG00000284983"
"GO:0061844","IMP","BP","1667","DEFA1","ENSG00000206047"
"GO:0061844","IMP","BP","1667","DEFA1","ENSG00000284983"
"GO:0061844","IBA","BP","1668","DEFA3","ENSG00000239839"
"GO:0061844","IBA","BP","1668","DEFA3","ENSG00000284835"
"GO:0061844","IC","BP","1668","DEFA3","ENSG00000239839"
"GO:0061844","IC","BP","1668","DEFA3","ENSG00000284835"
"GO:0061844","IDA","BP","1668","DEFA3","ENSG00000239839"
"GO:0061844","IDA","BP","1668","DEFA3","ENSG00000284835"
"GO:0061844","IBA","BP","1669","DEFA4","ENSG00000164821"
"GO:0061844","IBA","BP","1669","DEFA4","ENSG00000285318"
"GO:0061844","IDA","BP","1669","DEFA4","ENSG00000164821"
"GO:0061844","IDA","BP","1669","DEFA4","ENSG00000285318"
"GO:0061844","IBA","BP","1670","DEFA5","ENSG00000164816"
"GO:0061844","IBA","BP","1670","DEFA5","ENSG00000285251"
"GO:0061844","IC","BP","1670","DEFA5","ENSG00000164816"
"GO:0061844","IC","BP","1670","DEFA5","ENSG00000285251"
"GO:0061844","IBA","BP","1671","DEFA6","ENSG00000164822"
"GO:0061844","IBA","BP","1671","DEFA6","ENSG00000285136"
"GO:0061844","IDA","BP","1672","DEFB1","ENSG00000164825"
"GO:0061844","IDA","BP","1672","DEFB1","ENSG00000284881"
"GO:0061844","IMP","BP","1672","DEFB1","ENSG00000164825"
"GO:0061844","IMP","BP","1672","DEFB1","ENSG00000284881"
"GO:0061844","IMP","BP","1673","DEFB4A","ENSG00000171711"
"GO:0061844","IMP","BP","1673","DEFB4A","ENSG00000275444"
"GO:0061844","IMP","BP","1673","DEFB4A","ENSG00000177257"
"GO:0061844","IMP","BP","1673","DEFB4A","ENSG00000285433"
